rank,name,inst,vote,old,recent,no_files
1076,Paulo Henrique De Lima Santana,919,137,682,100,0
1077,Vincent Sanders,913,68,352,88,405
1078,Johan Van De Wauw,911,108,684,47,72
1079,Pietro Battiston,897,301,581,15,0
1080,Debian Raspberry Pi Maintainers,895,37,828,27,3
1081,Sanford Rockowitz,889,386,378,39,86
1082,Debian Cloud,881,1,10,1,869
1083,Ben Hutchings,879,213,625,41,0
1084,David Kalnischkies,878,103,322,23,430
1085,Kunal Mehta,876,105,565,75,131
1086,Nicolas Bourdaud,875,319,403,28,125
1087,Daniele Adriana Goulart Lopes,872,72,756,44,0
1088,Jaimos Skriletz,871,275,564,32,0
1089,Debian Gnu Smalltalk Maintainers,868,79,535,6,248
1090,Carsten Leonhardt,856,115,709,32,0
1091,Julian Gilbey,850,100,706,23,21
1092,Luca Falavigna,849,217,535,97,0
1093,Thomas E. Dickey,849,61,671,117,0
1094,Aide Maintainers,848,728,90,25,5
1095,Kyle Robbertze,843,80,313,18,432
1096,Calogero Lo Leggio,841,352,470,19,0
1097,Debian Backupninja Maintainers,840,621,214,5,0
1098,Debian Sogo Maintainers,833,628,49,9,147
1099,Alessandro De Zorzi,830,74,731,19,6
1100,Matteo F. Vescovi,814,95,334,51,334
1101,José Gutiérrez De La Concha,813,366,245,16,186
1102,Jorge Salamero Sanz,810,50,752,8,0
1103,Rw Penney,808,625,160,23,0
1104,Debian Communitywlan Team,805,148,484,92,81
1105,Arno Töll,803,434,351,18,0
1106,Konstantinos Margaritis,799,0,10,3,786
1107,Alexis Bienvenüe,798,52,369,32,345
1108,Yadd,788,111,633,44,0
1109,Santiago Torres Batan,787,112,609,50,16
1110,Aniol Martí,786,105,498,51,132
1111,Raphael Mota Ramos,786,73,663,50,0
1112,Cacti Maintainer,783,606,160,14,3
1113,Stewart Ferguson,783,575,174,30,4
1114,Roman I Khimov,782,90,650,42,0
1115,Denys Berkovskyy,781,76,662,42,1
1116,Timo Weingärtner,780,191,105,9,475
1117,Athena Capital Research,773,27,679,25,42
1118,Marcin Kulisz,773,168,525,24,56
1119,Friedrich Beckmann,767,60,657,44,6
1120,Debian Drbd Maintainers,765,527,196,6,36
1121,Debian Multimedia Team,765,37,303,44,381
1122,Recai Oktas,757,0,0,0,757
1123,Aloïs Micard,756,66,653,29,8
1124,Andrew Lee,752,59,240,61,392
1125,Kevin M. Rosenberg,740,12,168,22,538
1126,Baptiste Beauplat,739,273,424,42,0
1127,Krzysztof Klimonda,738,189,520,29,0
1128,Jose Luis Blanco Claraco,731,13,233,91,394
1129,Sabino Par,729,112,575,42,0
1130,Pierre Rudloff,727,56,626,45,0
1131,Lucas Kanashiro,726,84,619,23,0
1132,Christian Seiler,722,243,404,13,62
1133,Erik Wenzel,721,417,297,7,0
1134,Debian Mir Team,720,87,131,68,434
1135,Ohura Makoto,720,60,412,13,235
1136,Hubert Chathi,719,40,342,10,327
1137,Leo Costela,719,27,349,10,333
1138,Transnexus,717,193,484,39,1
1139,David Da Silva Polverari,715,79,598,38,0
1140,Alexandre Dantas,709,53,637,19,0
1141,Debian Islamic Maintainers,707,88,565,35,19
1142,Debian Rocm Team,703,56,352,175,120
1143,Praveen Arimbrathodiyil,692,56,592,43,1
1144,Ralf Treinen,691,71,589,31,0
1145,Guinness,687,85,553,49,0
1146,Mats Erik Andersson,677,222,427,27,1
1147,Scupake,676,191,203,39,243
1148,Y Giridhar Appaji Nag,675,0,0,0,675
1149,Bruno Kleinert,674,37,101,25,511
1150,Pierre-elliott Bécue,673,237,398,38,0
1151,Łukasz 'sil2100' Zemczak,672,71,458,128,15
1152,Kamal Mostafa,670,66,511,20,73
1153,Giovanni Mascellani,669,64,563,36,6
1154,Luca Niccoli,669,84,570,12,3
1155,Alexandre Detiste,659,80,365,101,113
1156,Antonio Russo,657,0,0,0,657
1157,Matt Domsch,656,120,508,27,1
1158,Leo Antunes,652,147,497,8,0
1159,Sakirnth Nagarasa,652,94,390,156,12
1160,Andreas Noteng,648,129,490,29,0
1161,Eivind Naess,648,129,298,217,4
1162,Drew Parsons,647,75,535,31,6
1163,Gabriel Filion,647,370,263,13,1
1164,Dominic Hargreaves,644,233,401,10,0
1165,Noèl Köthe,642,0,0,0,642
1166,Tom Lee,642,76,371,61,134
1167,Bdale Garbee,638,71,450,36,81
1168,Andrey Rahmatullin,630,86,521,23,0
1169,Fab Stz,625,148,216,55,206
1170,Robert S. Edmonds,625,83,506,36,0
1171,Eddy Petrişor,619,0,0,0,619
1172,Shawn Sörbom,619,22,530,33,34
1173,Tomasz Rybak,617,66,425,113,13
1174,Tomaž Šolc,617,55,516,45,1
1175,Ondřej Nový,616,120,470,26,0
1176,Debian Lego Team,608,113,346,23,126
1177,Jerome Robert,608,78,494,36,0
1178,Ricardo Ribalda Delgado,608,73,410,125,0
1179,Peter Záhradník,606,68,521,17,0
1180,Kęstutis Biliūnas,605,0,0,0,605
1181,Pkg-go,605,34,135,11,425
1182,John Horigan,604,63,501,33,7
1183,Debian Ecosystem Init Diversity Team,599,405,58,15,121
1184,Mathias Ertl,599,191,375,33,0
1185,Javier Fernandez-sanguino Pen~a,598,96,456,13,33
1186,Dput-ng Maintainers,595,143,235,191,26
1187,Debian Kdump,592,271,306,15,0
1188,Thomas Gaugler,584,80,445,57,2
1189,Grml Team,583,58,465,38,22
1190,Alfonso Sabato Siciliano,581,10,0,0,571
1191,Debian Hebrew Team,580,0,0,0,580
1192,Debian Live,576,66,487,23,0
1193,Debian Gnukhata Team,572,0,0,0,572
1194,Bas Wijnen,571,62,385,110,14
1195,Uwe Kleine-könig,569,83,457,29,0
1196,Junichi Uekawa,565,90,462,9,4
1197,Frederic Peters,551,218,82,1,250
1198,Hleb Valoshka,550,43,479,28,0
1199,Brian Pellin,548,65,450,27,6
1200,Sven Wick,547,77,381,41,48
1201,Christoph Ender,543,31,500,8,4
1202,Jan Mojžíš,543,181,181,16,165
1203,Marcelo Soares Mota,540,47,480,12,1
1204,David Weinehall,538,41,426,32,39
1205,Jordan Justen,535,309,134,16,76
1206,Thomas Leonard,534,75,410,49,0
1207,Timur Birsh,533,0,0,0,533
1208,Debian Request Tracker Group,528,115,111,15,287
1209,Davical Development Team,520,209,239,15,57
1210,Göran Weinholt,520,24,282,7,207
1211,Jhon Alejandro Marin Rodriguez,520,64,418,37,1
1212,Rodolphe Pelloux-prayer,519,44,456,19,0
1213,Stanislav Maslovski,518,68,426,24,0
1214,Andreas Franzen,512,35,306,19,152
1215,Masayuki Hatta,506,202,282,8,14
1216,Carlos Henrique Lima Melara,503,15,63,8,417
1217,Fabio Tranchitella,500,84,403,12,1
1218,Lukas Schwaighofer,500,125,355,20,0
1219,Chris Carr,498,32,434,28,4
1220,Francisco M Neto,497,45,422,28,2
1221,David Johnson,496,51,402,41,2
1222,Stefan Kangas,491,170,300,21,0
1223,Roger Shimizu,490,250,229,11,0
1224,Hiroyuki Ito,489,4,129,29,327
1225,Evangelos Rigas,487,151,314,22,0
1226,David Mohr,486,297,182,6,1
1227,Florian Hinzmann,486,62,401,23,0
1228,Rene Mayorga,486,125,350,11,0
1229,Risko Gergely,486,39,440,7,0
1230,Alexander Ponyatykh,482,80,59,0,343
1231,Godfrey Chung,481,412,59,10,0
1232,Stephen Birch,481,33,420,27,1
1233,Mateusz Kijowski,480,56,373,22,29
1234,Diane Trout,478,58,312,107,1
1235,Ralph Lange,478,31,412,14,21
1236,Debian Netatalk Team,477,325,143,8,1
1237,Yuri D'elia,476,77,366,33,0
1238,Nick Andrik,475,47,100,5,323
1239,Harlan Lieberman-berg,474,130,266,25,53
1240,Mirek Kratochvil,474,65,378,31,0
1241,Patryk Cisek,471,162,258,21,30
1242,Stefan Tomanek,471,292,175,3,1
1243,Daniel Lintott,468,34,416,18,0
1244,Deepak Tripathi,466,149,286,31,0
1245,David Given,463,34,201,10,218
1246,Mikhail Kshevetskiy,463,35,412,16,0
1247,Elmar S. Heeb,461,225,223,13,0
1248,Mark Heily,461,6,258,7,190
1249,Petr Čech,460,21,174,3,262
1250,Rod Smith,459,36,374,49,0
1251,Steve Meliza,452,34,381,37,0
1252,Sophie Brun,451,67,313,42,29
1253,Marc Singer,449,224,216,8,1
1254,Francisco Manuel Garcia Claramonte,445,25,289,20,111
1255,Kokoye2007,445,57,313,32,43
1256,Sven Bartscher,445,38,384,18,5
1257,Alec Leamas,444,304,84,8,48
1258,Marcos Talau,443,56,288,69,30
1259,Daniel Leidert,442,58,370,11,3
1260,Fredrik Hallenberg,439,47,374,18,0
1261,Teemu Hukkanen,439,153,274,12,0
1262,Graham Williams,433,73,342,18,0
1263,Marc 'he' Brockschmidt,432,33,392,6,1
1264,Greg Horn,431,49,235,26,121
1265,Fabian Greffrath,430,46,369,14,1
1266,Moritz Muehlenhoff,420,141,261,18,0
1267,Ferenc Wágner,415,122,129,0,164
1268,Dave Holland,413,59,352,2,0
1269,Ruben Molina,412,3,0,0,409
1270,Cord Beermann,408,72,329,7,0
1271,Salvador Abreu,408,14,185,7,202
1272,Wilmer Van Der Gaast,405,285,110,3,7
1273,Vince Mulhollon,404,34,364,5,1
1274,Antonin Kral,402,58,325,19,0
1275,Andreas Barth,401,61,335,5,0
1276,Pdns-recursor Packagers,401,282,115,4,0
1277,Debian Graphite Group,400,302,92,6,0
1278,Eric Heintzmann,399,76,282,41,0
1279,Debian Surfraw Maintainers,394,62,315,17,0
1280,Ryan Pavlik,394,54,178,30,132
1281,Lisandro Damián Nicanor Pérez Meyer,393,84,294,15,0
1282,Alvin Chen,391,53,169,84,85
1283,Ricardo Fraile,391,219,169,3,0
1284,Joachim Zobel,390,5,58,10,317
1285,Rodrigo Carvalho,389,37,344,8,0
1286,Patrick O'doherty,388,104,257,27,0
1287,Debian Shishi Team,387,32,226,6,123
1288,Jose Parrella,386,46,334,6,0
1289,Ilyas Gasanov,384,0,0,0,384
1290,David Nusinow,383,51,309,23,0
1291,Steffen Moeller,383,32,229,9,113
1292,Nick Black,381,19,188,104,70
1293,Josue Abarca,380,29,338,13,0
1294,Thadeu Lima De Souza Cascardo,379,53,303,14,9
1295,Arnaud Fontaine,377,54,235,20,68
1296,Murat Demirten,377,0,0,0,377
1297,Fc Stegerman,373,42,293,38,0
1298,Kea,373,247,52,26,48
1299,Sebastian Geiger,371,163,202,6,0
1300,Ben Westover,369,85,138,99,47
1301,Rafael Laboissière,369,39,273,15,42
1302,Sebastian Parschauer,369,68,273,28,0
1303,Iain Lane,367,0,0,0,367
1304,Mathias Gibbens,366,24,180,92,70
1305,Richard Ulrich,365,48,294,18,5
1306,Michael Jeanson,364,230,114,9,11
1307,David Villa Alises,363,19,330,12,2
1308,Gabor Karsay,361,106,215,22,18
1309,Ivo De Decker,359,327,8,24,0
1310,Octavio Alvarez,357,53,285,19,0
1311,Andrew Caudwell,356,26,317,13,0
1312,Gnu/kfreebsd Maintainers,356,58,200,8,90
1313,Arturo Borrero Gonzalez,354,33,285,33,3
1314,Brandon Holtsclaw,351,95,236,19,1
1315,Davide Puricelli,351,49,289,12,1
1316,Marc Pavot,349,50,284,10,5
1317,Takaya Yamashita,347,57,209,8,73
1318,Alan Baghumian,346,0,108,14,224
1319,James Troup,345,46,289,10,0
1320,Robin Naundorf,345,50,277,18,0
1321,Elie Roux,344,18,315,11,0
1322,Jonas Genannt,341,31,298,12,0
1323,Andy Li,340,34,260,35,11
1324,Ximin Luo,339,28,194,8,109
1325,Edward Betts,337,2,14,0,321
1326,Xiangfu Liu,336,25,308,3,0
1327,Debian Emacs Addons Team,335,53,175,6,101
1328,Xavier Lüthi,335,40,282,13,0
1329,Yukiharu Yabuki,335,6,103,3,223
1330,Debian Multimedia Packages Maintainers,333,19,283,31,0
1331,Debian Tcl/tk Team,333,85,213,11,24
1332,Lucas De Castro Borges,333,52,275,6,0
1333,Simon Horman,333,64,257,2,10
1334,Thiago Pezzo,332,50,258,24,0
1335,Ansgar Burchardt,331,30,287,13,1
1336,Jeremy Stanley,331,21,139,7,164
1337,Jose Luis Rivero,330,130,162,20,18
1338,Mohammed Sameer,330,42,280,8,0
1339,Lenart Janos,329,43,275,11,0
1340,Dominik Szmek,328,32,280,16,0
1341,Judit Foglszinger,328,34,279,15,0
1342,Willem Vermin,328,24,289,15,0
1343,Jakub Ružička,326,195,84,8,39
1344,Teckids Debian Task Force,326,16,308,2,0
1345,Alessandro Grassi,325,102,174,49,0
1346,Getdns Packagers,325,199,121,1,4
1347,Andrea Bolognani,324,49,228,25,22
1348,Evgeny Golyshev,323,44,262,17,0
1349,Jordi Sayol,322,33,281,8,0
1350,Lucas Nussbaum,322,16,129,8,169
1351,Michael Gilbert,321,28,95,3,195
1352,Adrien Vergé,319,103,189,27,0
1353,Jakub Adam,319,39,261,19,0
1354,Roberto C. Sanchez,319,46,161,11,101
1355,Chris Boyle,317,24,279,14,0
1356,Moritz Schlarb,317,248,54,9,6
1357,Amin Bandali,315,34,16,2,263
1358,Tomasz Nitecki,315,218,96,1,0
1359,Debian Xrdesktop Team,313,12,84,2,215
1360,Michael Shuler,311,45,259,7,0
1361,Internet Measurement Packaging Team,307,63,211,31,2
1362,Jerome Lebleu,307,251,49,7,0
1363,Debian Dokuwiki Team,305,138,162,5,0
1364,Niklas Fiekas,302,28,263,11,0
1365,Bernd Schubert,299,39,254,6,0
1366,Colin Tuckley,297,28,259,9,1
1367,Oxan Van Leeuwen,297,258,37,2,0
1368,Wolfgang Silbermayr,296,44,234,18,0
1369,Pedro Loami Barbosa Dos Santos,294,48,226,19,1
1370,Prach Pongpanich,294,241,53,0,0
1371,Cyril Brulebois,292,277,10,5,0
1372,Håkon Nessjøen,292,29,258,5,0
1373,José Antonio Jiménez Madrid,292,50,220,22,0
1374,Debian Privacy Maintainers,291,86,187,18,0
1375,Gao Xiang,291,34,222,35,0
1376,Michel Alexandre Salim,291,110,130,43,8
1377,Eric Desrochers,288,90,176,20,2
1378,Tim Cutts,287,29,251,7,0
1379,Loic Dachary,286,117,17,4,148
1380,Roman Dubtsov,286,73,199,14,0
1381,Andrew Ayer,285,57,213,15,0
1382,Simtec Electronics,285,234,50,1,0
1383,Matthias Urlichs,283,53,190,40,0
1384,Tzafrir Cohen,283,62,104,20,97
1385,Jonathan Mcdowell,282,46,210,16,10
1386,Norman Messtorff,280,86,189,5,0
1387,Frank Neuber,279,206,70,3,0
1388,Phillip Berndt,279,59,207,13,0
1389,Sruthi Chandran,278,6,0,0,272
1390,Axel Burri,276,105,161,10,0
1391,Bernhard Übelacker,273,33,215,25,0
1392,Katharina Drexel,272,50,179,43,0
1393,Leandro Cunha,272,23,13,6,230
1394,Marcus Better,271,15,251,5,0
1395,Max Vozeler,270,40,218,12,0
1396,David Kunz,269,102,155,7,5
1397,Jacob Adams,269,205,56,8,0
1398,Sven Joachim,266,9,54,5,198
1399,Mozilla Extension Packaging Team,265,0,0,0,265
1400,Paolo Rotolo,265,71,91,23,80
1401,Roman Ondráček,264,101,103,16,44
1402,Yao-po Wang,263,72,176,15,0
1403,Andre Bianchi,262,47,184,17,14
1404,Eugene Paskevich,262,69,178,9,6
1405,Tommi Höynälänmaa,262,4,59,11,188
1406,Debian Tasktools Packaging Team,260,67,185,7,1
1407,Norbert Veber,260,90,158,12,0
1408,Sebastian Schmidt,260,42,208,10,0
1409,Ben Burton,259,7,116,8,128
1410,Brice Goglin,257,31,222,4,0
1411,Epoptes Developers,257,219,32,6,0
1412,Francesco Aloe,257,12,229,16,0
1413,Philippe Deniel,257,76,46,6,129
1414,Aymeric Agon-rambosson,255,33,209,13,0
1415,Roland Gruber,255,57,159,9,30
1416,Étienne Mollier,254,33,209,12,0
1417,Benjamin Mesing,252,33,207,12,0
1418,Debian Bazel Team,252,22,185,14,31
1419,Eric Shattow,251,78,156,17,0
1420,Riccardo Stagni,251,26,208,16,1
1421,Andree Leidenfrost,250,11,224,14,1
1422,Michele Martone,250,38,196,16,0
1423,Linux Block Storage Team,249,31,210,8,0
1424,Olivier Girondel,249,11,110,6,122
1425,Nicolas Bonnefon,248,48,196,4,0
1426,Eike Sauer,247,66,159,22,0
1427,Michael Schutte,247,29,210,7,1
1428,Adi Zaimi,245,126,110,9,0
1429,Debian Publicity Team,243,0,0,0,243
1430,Joseph Herlant,242,28,203,5,6
1431,Debian-med Packaging Team,241,5,229,5,2
1432,Lluís Vilanova,239,18,96,27,98
1433,Sergey Suslov,239,38,191,10,0
1434,Simon Désaulniers,238,50,170,18,0
1435,Micheal Waltz,236,19,208,9,0
1436,Tz-huan Huang,236,21,79,8,128
1437,Sergio Durigan Junior,233,27,68,100,38
1438,Linuxcnc Developers,232,70,68,14,80
1439,Alf Gaida,230,75,135,20,0
1440,Abdelhakim Qbaich,228,7,205,16,0
1441,Debian Documentation Project,228,0,0,0,228
1442,Rémi Duraffort,228,28,198,2,0
1443,Debian Lio Target Packagers,227,47,174,6,0
1444,Adam Bilbrough,226,27,187,12,0
1445,Arnaud Ferraris,225,15,117,8,85
1446,Simple-cdd Developers,224,32,178,14,0
1447,Tous,224,0,0,0,224
1448,Alexandre J. Raymond,222,83,135,4,0
1449,Tiago Ilieve,222,17,204,1,0
1450,Sébastien Noel,220,23,189,8,0
1451,Sjoerd Simons,217,104,101,12,0
1452,Giacomo Catenazzi,216,20,185,11,0
1453,Kurt Kremitzki,216,128,85,3,0
1454,Jonathan,215,43,0,2,170
1455,Chris Kuehl,214,54,99,60,1
1456,Anja Boskovic,212,27,178,7,0
1457,Povilas Kanapickas,212,11,149,6,46
1458,Markus Demleitner,211,20,177,14,0
1459,Jordan Metzmeier,210,30,180,0,0
1460,Massimo Manghi,208,77,89,1,41
1461,Krzysztof Aleksander Pyrkosz,206,41,159,6,0
1462,Matthew Palmer,205,13,164,28,0
1463,Mehdi Dogguy,204,102,96,6,0
1464,Openrc Debian Maintainers,204,38,29,6,131
1465,Jeremy Lainé,202,12,140,13,37
1466,Beren Minor,201,0,177,8,16
1467,Orestis Ioannou,200,112,70,10,8
1468,Eugene Seliverstov,198,15,137,5,41
1469,Per Andersson,198,0,0,0,198
1470,Steve Langasek,198,13,19,0,166
1471,Braulio Henrique Marques Souto,197,36,137,24,0
1472,Devid Antonio Filoni,194,7,181,6,0
1473,Giulio Paci,194,32,154,4,4
1474,Paulo Vital,192,136,45,6,5
1475,Alen Zekulic,191,31,129,13,18
1476,Debian Cgit Maintainers,189,61,122,6,0
1477,Matthew Harm Bekkema,188,20,164,4,0
1478,Alberto Fuentes,187,7,174,6,0
1479,Matt Zagrabelny,186,24,158,4,0
1480,Wolfgang Fuetterer,186,11,167,8,0
1481,Benda Xu,185,100,71,6,8
1482,Matthias Geiger,185,82,86,13,4
1483,David Rabel,184,1,2,0,181
1484,Debian Mactel,184,117,58,4,5
1485,John Wright,184,12,164,8,0
1486,Balasankar C,183,0,0,0,183
1487,Connor Imes,183,16,156,10,1
1488,Ma Aiguo,183,7,30,17,129
1489,Micah Anderson,183,1,45,2,135
1490,Anarchism Maintainers,182,0,0,0,182
1491,Brandon Barnes,182,13,163,6,0
1492,Debian Ace Maintainers,180,10,132,13,25
1493,Lorenzo De Liso,180,24,147,9,0
1494,Jacob Luna Lundberg,179,14,163,2,0
1495,Lu Yaning,179,13,7,0,159
1496,Sam Protsenko,179,5,75,1,98
1497,Regis Fernandes Gontijo,178,18,157,2,1
1498,Emmanuel Quemener,175,11,150,14,0
1499,Filippo Rusconi,175,11,156,8,0
1500,Lasse Flygenring-harrsen,175,44,110,21,0
1501,Mika Matsuzaki,175,69,98,8,0
1502,Vitor Augusto,175,120,45,10,0
1503,Anders Lennartsson,174,22,148,4,0
1504,Jan Niehusmann,173,31,105,4,33
1505,Arne Wichmann,172,22,147,3,0
1506,Simon Tatham,172,17,139,15,1
1507,Alexander Inyukhin,170,39,130,1,0
1508,Cyril Bouthors,170,40,121,8,1
1509,Debian Bats Team,170,18,127,25,0
1510,Robert James Clay,170,21,65,2,82
1511,S. 7,170,36,105,29,0
1512,Manu Garg,168,106,55,7,0
1513,Daniel E. Markle,167,15,147,5,0
1514,Andrew Gainer,166,51,114,1,0
1515,Daniel Borkmann,165,30,123,12,0
1516,Ondřej Tůma,165,32,129,3,1
1517,Philippe Coval,165,23,127,15,0
1518,Dan Hasting,163,9,148,6,0
1519,Thiago Marques Siqueira,162,3,47,2,110
1520,Julien Palard,161,17,140,4,0
1521,Rico Sennrich,161,0,84,0,77
1522,Tino Mettler,161,24,100,10,27
1523,Fusiondirectory Packagers,160,17,138,5,0
1524,Philippe Thierry,160,38,110,12,0
1525,Jozsef Nagy,159,12,136,11,0
1526,Adam Sloboda,158,72,81,5,0
1527,Jan Jeroným Zvánovec,158,8,136,14,0
1528,Simon Spöhel,158,12,141,5,0
1529,Tong Sun,158,14,137,7,0
1530,Debian Gss Team,157,8,77,4,68
1531,Sebastien Chavaux,157,6,145,6,0
1532,Thaddeus H. Black,157,18,52,2,85
1533,Breno Leitao,156,25,35,1,95
1534,Esteban Bosse,156,21,119,16,0
1535,Christoph Goehre,155,30,120,5,0
1536,Norbert Schlia,155,21,117,17,0
1537,Andre Noll,154,4,96,4,50
1538,Raphael Geissert,154,19,128,7,0
1539,Hanno Stock,153,0,4,0,149
1540,Mattias Nordstrom,153,17,132,4,0
1541,Simon Wunderlich,152,13,136,0,3
1542,Matija Nalis,151,2,136,12,1
1543,Mike Hommey,151,5,140,5,1
1544,Aristo Chen,150,18,131,1,0
1545,Kun-hung Tsai,150,40,77,20,13
1546,Arthur Diniz,149,15,132,2,0
1547,Dave Vehrs,149,42,104,2,1
1548,John R. Hogerhuis,148,15,128,5,0
1549,Paul Mcenery,146,116,27,2,1
1550,Debian Sympa Team,145,69,75,1,0
1551,Sisu Project,145,13,110,4,18
1552,Clint Byrum,143,20,73,5,45
1553,Jan-hendrik Peters,143,0,3,0,140
1554,Jochen Friedrich,142,32,102,8,0
1555,Nsd Packagers,141,124,16,0,1
1556,Jameson Graef Rollins,140,24,115,1,0
1557,Maxime Werlen,140,66,70,4,0
1558,Johann Elsass,139,23,108,8,0
1559,Jan Wagner,134,38,95,1,0
1560,Jyrki Pulliainen,134,18,112,4,0
1561,Ognyan Kulev,133,23,106,4,0
1562,Tommi Vainikainen,132,14,115,0,3
1563,Christian Stalp,131,15,81,35,0
1564,Fukui Daichi,131,14,96,19,2
1565,Gregory Potamianos,131,81,50,0,0
1566,Nigel Kukard,131,28,96,7,0
1567,bug,131,6,120,5,0
1568,Adam Cecile,130,30,92,8,0
1569,Chris Leishman,130,4,119,2,5
1570,Moein Alinaghian,130,35,82,13,0
1571,Moshe Piekarski,130,12,115,3,0
1572,Raphael Medaer,130,0,0,0,130
1573,Danny Edel,129,12,115,2,0
1574,Zlatan Todoric,129,14,114,1,0
1575,Daigo Moriwaki,128,33,94,1,0
1576,Pierre Neyron,128,30,62,6,30
1577,Htcondor Developers,127,98,13,1,15
1578,Hwei Sheng Teoh,127,6,119,2,0
1579,Anton Balashov,126,6,114,6,0
1580,Benoît Rouits,126,14,108,4,0
1581,Debian Mongodb Maintainers,126,4,102,8,12
1582,Rene Weber,125,27,92,5,1
1583,Taylor Lemasurier-wren,125,17,105,3,0
1584,Akbarkhon Variskhanov,124,8,0,0,116
1585,Andrew Ross,124,9,54,5,56
1586,Werner Detter,124,34,88,2,0
1587,Gnu Hurd Maintainers,123,10,23,8,82
1588,Matt Brown,123,36,74,4,9
1589,Josselin Mouette,122,0,0,0,122
1590,Debian Rsbackup Maintainers,120,102,18,0,0
1591,Michael Vetter,120,9,101,10,0
1592,Ana Beatriz Guerrero Lopez,119,5,106,8,0
1593,Christian Metscher,119,28,85,6,0
1594,Debian Ltsp Maintainers,119,91,21,7,0
1595,Dmitry Bogatov,119,20,93,3,3
1596,Alexander Prinsier,118,19,95,4,0
1597,Julien Puydt,118,25,91,2,0
1598,Debathena Project,116,11,99,3,3
1599,Denis Briand,116,9,103,3,1
1600,Knot-resolver Packagers,116,63,44,6,3
1601,Adrien Cunin,115,26,73,8,8
1602,David Bannon,114,43,65,6,0
1603,Cédric Barboiron,113,15,39,1,58
1604,Héctor García Álvarez,113,26,82,5,0
1605,Kai Wasserbäch,113,19,29,1,64
1606,Sebastian Bator,113,3,0,0,110
1607,Steve Greenland,113,10,98,5,0
1608,Vincent Fourmond,112,7,103,2,0
1609,Clay Stan,111,19,40,52,0
1610,Fernando Seiti Furusato,111,16,27,6,62
1611,Filip Strömbäck,110,8,44,50,8
1612,Andrew Shadura,109,11,57,4,37
1613,Alexander Holupirek,108,10,92,6,0
1614,Sylvain Beucler,108,9,97,2,0
1615,Yao Wei,108,7,98,3,0
1616,Anthony Perkins,107,75,31,1,0
1617,David Hart,107,19,76,12,0
1618,Stéphane Glondu,107,46,56,4,1
1619,Geoffroy Youri Berret,106,63,37,6,0
1620,Markus Teich,106,49,55,2,0
1621,Andreas Schwarz,105,14,90,1,0
1622,Chen-ying Kuo,105,26,72,7,0
1623,Tomasz Muras,104,0,0,0,104
1624,Victor Westerhuis,104,32,56,16,0
1625,Anselm Lingnau,103,10,90,3,0
1626,Julien Muchembled,103,42,58,3,0
1627,Stephan Sürken,103,20,64,12,7
1628,Wences Arana,103,25,76,2,0
1629,Tomasz Mrugalski,101,19,31,4,47
1630,Unrardll Maintainer Team,101,10,83,8,0
1631,Bernd Schumacher,100,72,24,0,4
1632,Shane Mcdonald,100,1,95,4,0
1633,Mikael Djurfeldt,99,25,68,4,2
1634,Gavin Lai,97,12,84,1,0
1635,Hannes Von Haugwitz,96,22,68,6,0
1636,Rodrigo Siqueira,96,9,65,2,20
1637,Debian Scheme Dream Team,95,12,71,4,8
1638,Alex Muntada,94,16,67,10,1
1639,Sarah Coudert,94,5,82,7,0
1640,Alessio Garzi,93,11,73,9,0
1641,Corentin Labbe,93,23,61,9,0
1642,Scratch,93,1,0,0,92
1643,Benoit Mortier,92,26,62,4,0
1644,Dnsdist Packagers,92,71,20,1,0
1645,Daniel Schaal,91,14,74,2,1
1646,Debian Mon Maintainers,91,74,16,1,0
1647,Debian Quantstack Team,91,2,4,0,85
1648,Dmitrijs Ledkovs,91,6,84,1,0
1649,Ivan Marov,91,5,82,4,0
1650,Pkg-raspi,91,2,82,7,0
1651,John Hedges,90,6,84,0,0
1652,Matthieu Baerts,90,38,27,14,11
1653,Tomas Pospisek,90,8,72,10,0
1654,Adam Michal Ziaja,89,0,0,0,89
1655,Eduardo M Kalinowski,89,6,73,4,6
1656,Laurent Guignard,89,18,70,1,0
1657,Robin Gustafsson,89,12,67,10,0
1658,Johannes Hubertz,88,7,52,0,29
1659,Paul Cannon,88,26,59,3,0
1660,Stig Sandbeck Mathisen,88,31,56,1,0
1661,Debian Fcoe Maintainers,87,70,17,0,0
1662,Dima Barsky,87,12,75,0,0
1663,Dmitry Ilyich Sidorov,87,11,64,12,0
1664,Roman Tsisyk,87,37,49,1,0
1665,Mandos Maintainers,86,52,33,1,0
1666,Mario Joussen,86,0,0,0,86
1667,Sérgio Benjamim,86,0,1,0,85
1668,Bastiaan Franciscus Van Den Dikkenberg,85,0,28,0,57
1669,Kay Hayen,85,6,72,7,0
1670,Paul Martin,85,0,0,0,85
1671,Aurélien Couderc,84,12,0,1,71
1672,Kees Leune,84,12,71,1,0
1673,Olof Johansson,84,4,76,4,0
1674,Samuel Mimram,84,5,76,3,0
1675,Guido Van Steen,83,21,59,3,0
1676,Mayco Souza Berghetti,83,1,82,0,0
1677,Paul Bame,83,7,73,3,0
1678,Debian Qt Extras Maintainers,82,10,71,1,0
1679,Enrico Zini,82,12,48,5,17
1680,Stephen Rhodes,82,14,52,15,1
1681,Marcelo Jorge Vieira,81,4,69,4,4
1682,Debian Lava Team,80,39,28,8,5
1683,Dirk Huenniger,80,12,67,1,0
1684,John Zaitseff,80,2,70,8,0
